FeatureID,control_means,treatment_means,log2FC,pval,pval.adj,Expression,fdrtool_pvalue,fdrtool_qval,label,Name,Formula,Calc. MW,Class
Feature0249,24.62249852674835,0,-24.62249852674835,0.021592715125815287,0.081591250483217,Downregulated,0.021592715125815287,0.013226319991662202,Label in control,NA,C45 H56 N18 O10 P2,1070.38978,Lignin
Feature0248,24.791540595838015,0,-24.791540595838015,0.021592715125815287,0.081591250483217,Downregulated,0.021592715125815287,0.013226319991662202,Label in control,NA,C45 H54 N18 O10 P2,1068.37407,Lignin
Feature0247,25.05902826544306,5.379571851692878,-19.67945641375018,0.04603510716036463,0.081591250483217,Downregulated,0.04603510716036463,0.013226319991662202,Label in control,NA,C43 H48 N14 O15 P2,1062.28961,Lignin
Feature0245,26.071401855548544,14.792369483914692,-11.279032371633852,0.068764678354851,0.081591250483217,Downregulated,0.068764678354851,0.013226319991662202,Label in treatment,NA,C20 H49 N13 O30 P2,1013.21943,Carbohydrate
Feature0244,27.75832399159079,20.479400697846167,-7.278923293744622,0.06407750645105947,0.081591250483217,Downregulated,0.06407750645105947,0.013226319991662206,Label in both,NA,C50 H43 N6 O12 P3,1012.21607,Lignin
Feature0242,25.99469126325784,21.15295101544909,-4.841740247808751,0.06407750645105947,0.081591250483217,Downregulated,0.06407750645105947,0.013226319991662206,Label in both,NA,C56 H85 N6 O4 P3,998.5853,Lipid
Feature0239,27.278634205145686,18.007659674749014,-9.270974530396671,0.068764678354851,0.081591250483217,Downregulated,0.068764678354851,0.013226319991662202,Label in both,NA,C61 H85 N4 O P3,982.59045,Unsaturated HC
Feature0236,22.639209342550664,0,-22.639209342550664,0.021592715125815287,0.081591250483217,Downregulated,0.021592715125815287,0.013226319991662202,Label in control,NA,C35 H75 N4 O17 P3,916.43354,Protein
Feature0234,24.371924142933675,0,-24.371924142933675,0.021592715125815287,0.081591250483217,Downregulated,0.021592715125815287,0.013226319991662202,Label in control,NA,C37 H62 N6 O12 P2 S2,908.3357,Protein
Feature0233,24.38248868539631,0,-24.38248868539631,0.021592715125815287,0.081591250483217,Downregulated,0.021592715125815287,0.013226319991662202,Label in control,NA,C41 H56 N4 O15 P2,906.32081,Lignin
Feature0231,18.56099632847596,4.1155290562367854,-14.445467272239174,0.04603510716036463,0.081591250483217,Downregulated,0.04603510716036463,0.013226319991662202,Label in control,NA,C35 H53 O19 P3,870.23968,Protein
Feature0230,20.882442511384887,4.273681552821142,-16.608760958563746,0.04603510716036463,0.081591250483217,Downregulated,0.04603510716036463,0.013226319991662202,Label in control,NA,C42 H46 O16 P2,868.22456,Lignin
Feature0228,21.86696888637855,13.953522645526753,-7.913446240851798,0.068764678354851,0.081591250483217,Downregulated,0.068764678354851,0.013226319991662202,Label in control,NA,C44 H39 N2 O15 P,866.2094,Lignin
Feature0226,19.017811657172988,23.342898279796817,4.325086622623829,0.06407750645105947,0.081591250483217,Upregulated,0.06407750645105947,0.013226319991662206,Label in control,NA,C39 H34 N10 O10 P2,864.19301,Lignin
Feature0225,21.44544785735877,0,-21.44544785735877,0.021592715125815287,0.081591250483217,Downregulated,0.021592715125815287,0.013226319991662202,Label in control,NA,C41 H65 N2 O10 P3,838.38575,Lipid
