FeatureID,control_means,treatment_means,log2FC,pval,pval.adj,Expression,fdrtool_pvalue,fdrtool_qval,label,Name,Formula,Calc. MW,Class
Feature0248,24.791540595838015,0,-24.791540595838015,0.01379404847858859,0.0932095314001011,Downregulated,0.01379404847858859,0.013760347256061985,Label in control,NA,C45 H54 N18 O10 P2,1068.37407,Lignin
Feature0247,25.05902826544306,0,-25.05902826544306,0.005337749964518731,0.07255284138479783,Downregulated,0.005337749964518731,0.01080761672910523,Label in control,NA,C43 H48 N14 O15 P2,1062.28961,Lignin
Feature0163,25.023383391307323,0,-25.023383391307323,0.013801522050901079,0.0932095314001011,Downregulated,0.013801522050901079,0.013761643806843197,Label in control,NA,C35 H61 N2 O5 P,620.42949,Lipid
Feature0162,23.027600460985308,0,-23.027600460985308,0.014653026770321572,0.0932095314001011,Downregulated,0.014653026770321572,0.01390214015078706,Label in control,NA,C35 H57 N2 O5 P,616.39823,Lipid
Feature0161,23.535053631110998,0,-23.535053631110998,0.0015357889428727534,0.055810155889805556,Downregulated,0.0015357889428727534,0.00826203223487359,Label in control,NA,C38 H62 O6,614.45287,Lipid
Feature0158,26.24368455744412,0,-26.24368455744412,0.0017059872979416546,0.055810155889805556,Downregulated,0.0017059872979416546,0.008324047952637914,Label in control,"(1S,5S,7S)-3-(3,4-Dihydroxybenzoyl)-4-hydroxy-5-[(2R)-2-isopropyl-5-methylhexyl]-8,8-dimethyl-1,7-bis(3-methylbutyl)bicyclo[3.3.1]non-3-ene-2,9-dione",C38 H58 O6,610.42172,Lipid
Feature0145,30.11709837215248,22.55500440738303,-7.562093964769449,0.009315201465158927,0.09129922558580379,Downregulated,0.009315201465158927,0.012698088574075773,Label in control,"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 6-O-β-D-xylopyranosyl-β-D-glucopyranoside",C26 H28 O16,596.13842,Lignin
Feature0106,24.672091357530004,17.52830783791275,-7.143783519617255,0.0014480926788376718,0.055810155889805556,Downregulated,0.0014480926788376718,0.008224835945763644,Label in control,NA,C24 H45 N2 O10 P,552.27876,Protein
Feature0058,25.732038574278526,18.960864264357397,-6.771174309921129,0.0015860504069397428,0.055810155889805556,Downregulated,0.0015860504069397428,0.008281630681232324,Label in control,NA,C21 H42 N2 O8 S,482.2648,Protein
Feature0007,27.989761500991623,23.597288163977453,-4.39247333701417,0.012488267089902472,0.0932095314001011,Downregulated,0.012488267089902472,0.013514488394413137,Label in control,Corchorifatty acid F,C18 H32 O5,328.22525,Lipid
