FeatureID,control_means,treatment_means,log2FC,pval,pval.adj,Expression,fdrtool_pvalue,fdrtool_qval,label,Name,Formula,Calc. MW,Class
Feature0249,24.62249852674835,0,-24.62249852674835,0.021592715125815287,0.07873353186273797,Downregulated,0.021592715125815287,0.00804168857745504,Label in control,NA,C45 H56 N18 O10 P2,1070.38978,Lignin
Feature0248,24.791540595838015,0,-24.791540595838015,0.021592715125815287,0.07873353186273797,Downregulated,0.021592715125815287,0.00804168857745504,Label in control,NA,C45 H54 N18 O10 P2,1068.37407,Lignin
Feature0247,25.05902826544306,0,-25.05902826544306,0.021592715125815287,0.07873353186273797,Downregulated,0.021592715125815287,0.00804168857745504,Label in control,NA,C43 H48 N14 O15 P2,1062.28961,Lignin
Feature0244,27.75832399159079,0,-27.75832399159079,0.021592715125815287,0.07873353186273797,Downregulated,0.021592715125815287,0.00804168857745504,Label in control,NA,C50 H43 N6 O12 P3,1012.21607,Lignin
Feature0242,25.99469126325784,17.383035783789794,-8.611655479468048,0.06407750645105947,0.07873353186273797,Downregulated,0.06407750645105947,0.008041688577455039,Label in both,NA,C56 H85 N6 O4 P3,998.5853,Lipid
Feature0239,27.278634205145686,20.286203319634943,-6.992430885510743,0.06407750645105947,0.07873353186273797,Downregulated,0.06407750645105947,0.008041688577455039,Label in both,NA,C61 H85 N4 O P3,982.59045,Unsaturated HC
Feature0238,0,27.35932759974424,27.35932759974424,0.021592715125815287,0.07873353186273797,Upregulated,0.021592715125815287,0.00804168857745504,Label in treatment,NA,C33 H47 N4 O21 P3,928.19385,Lignin
Feature0236,22.639209342550664,0,-22.639209342550664,0.021592715125815287,0.07873353186273797,Downregulated,0.021592715125815287,0.00804168857745504,Label in control,NA,C35 H75 N4 O17 P3,916.43354,Protein
Feature0234,24.371924142933675,0,-24.371924142933675,0.021592715125815287,0.07873353186273797,Downregulated,0.021592715125815287,0.00804168857745504,Label in control,NA,C37 H62 N6 O12 P2 S2,908.3357,Protein
Feature0233,24.38248868539631,0,-24.38248868539631,0.021592715125815287,0.07873353186273797,Downregulated,0.021592715125815287,0.00804168857745504,Label in control,NA,C41 H56 N4 O15 P2,906.32081,Lignin
Feature0227,18.422689799482658,22.834195776687185,4.411505977204527,0.06407750645105947,0.07873353186273797,Upregulated,0.06407750645105947,0.008041688577455039,Label in control,NA,C41 H31 N12 O9 P,866.2083,Condensed HC
Feature0226,19.017811657172988,24.67663468542959,5.658823028256602,0.06407750645105947,0.07873353186273797,Upregulated,0.06407750645105947,0.008041688577455039,Label in control,NA,C39 H34 N10 O10 P2,864.19301,Lignin
Feature0225,21.44544785735877,0,-21.44544785735877,0.021592715125815287,0.07873353186273797,Downregulated,0.021592715125815287,0.00804168857745504,Label in control,NA,C41 H65 N2 O10 P3,838.38575,Lipid
Feature0224,26.524279909608172,18.485032703403608,-8.039247206204564,0.06407750645105947,0.07873353186273797,Downregulated,0.06407750645105947,0.008041688577455039,Label in both,NA,C45 H77 N2 O10 P,836.53128,Lipid
Feature0219,24.310113479120137,12.373921997690635,-11.936191481429502,0.068764678354851,0.08145969589728504,Downregulated,0.068764678354851,0.008320133626955752,Label in both,NA,C38 H59 N2 O14 P,798.36968,Protein
Feature0217,0,19.63624319082199,19.63624319082199,0.021592715125815287,0.07873353186273797,Upregulated,0.021592715125815287,0.00804168857745504,Label in treatment,NA,C35 H64 O15 P2,786.36921,Protein
Feature0216,8.098867114622399,26.146646541896477,18.04777942727408,0.06397706346338605,0.07873353186273797,Upregulated,0.06397706346338605,0.008041688577455039,Label in treatment,NA,C24 H50 N2 O22 P2,780.23387,Carbohydrate
Feature0211,25.475941135587618,19.449665399191495,-6.026275736396123,0.06407750645105947,0.07873353186273797,Downregulated,0.06407750645105947,0.008041688577455039,Label in control,NA,C34 H51 N2 O15 P,758.30143,Protein
Feature0209,23.98053986064809,4.286977974805758,-19.693561885842332,0.04603510716036463,0.07873353186273797,Downregulated,0.04603510716036463,0.00804168857745504,Label in both,NA,C39 H55 N2 O7 P3,756.32245,Lignin
