FeatureID,control_means,treatment_means,log2FC,pval,pval.adj,Expression,fdrtool_pvalue,fdrtool_qval,label,Name,Formula,Calc. MW,Class
Feature0249,24.62249852674835,0,-24.62249852674835,0.021052816064712564,0.08842182747179277,Downregulated,0.021052816064712564,0.007775099501628397,Label in control,NA,C45 H56 N18 O10 P2,1070.38978,Lignin
Feature0248,24.791540595838015,0,-24.791540595838015,0.01379404847858859,0.07245799076723067,Downregulated,0.01379404847858859,0.0064368699105587434,Label in control,NA,C45 H54 N18 O10 P2,1068.37407,Lignin
Feature0247,25.05902826544306,0,-25.05902826544306,0.005337749964518731,0.061118638846380566,Downregulated,0.005337749964518731,0.004992935905310403,Label in control,NA,C43 H48 N14 O15 P2,1062.28961,Lignin
Feature0244,27.75832399159079,0,-27.75832399159079,0.008823655085327824,0.06575046208744281,Downregulated,0.008823655085327824,0.0057535924701819,Label in control,NA,C50 H43 N6 O12 P3,1012.21607,Lignin
Feature0242,25.99469126325784,17.225921527030977,-8.768769736226865,0.007539080250222797,0.06219741206433808,Downregulated,0.007539080250222797,0.0055094223449055945,Label in control,NA,C56 H85 N6 O4 P3,998.5853,Lipid
Feature0239,27.278634205145686,19.10938604905643,-8.169248156089257,0.0014099015631758762,0.04066569187716642,Downregulated,0.0014099015631758762,0.0036129852867914157,Label in control,NA,C61 H85 N4 O P3,982.59045,Unsaturated HC
Feature0185,25.43212979828064,18.73996106377649,-6.6921687345041505,0.003244690133113832,0.04996822804995302,Downregulated,0.003244690133113832,0.004182851798152177,Label in control,NA,C35 H63 N2 O6 P3,700.38921,Lipid
Feature0165,26.61213580489899,19.582369268003422,-7.029766536895568,0.0019259332400556003,0.04066569187716642,Downregulated,0.0019259332400556003,0.003612985286791416,Label in control,NA,C28 H34 O12 S2,626.14937,Lignin
Feature0163,25.023383391307323,0,-25.023383391307323,0.013801522050901079,0.07245799076723067,Downregulated,0.013801522050901079,0.006437604832673861,Label in control,NA,C35 H61 N2 O5 P,620.42949,Lipid
Feature0162,23.027600460985308,0,-23.027600460985308,0.014653026770321572,0.07425650128363,Downregulated,0.014653026770321572,0.006524620212557651,Label in control,NA,C35 H57 N2 O5 P,616.39823,Lipid
Feature0161,23.535053631110998,0,-23.535053631110998,0.0015357889428727534,0.04066569187716642,Downregulated,0.0015357889428727534,0.0036129852867914166,Label in control,NA,C38 H62 O6,614.45287,Lipid
Feature0158,26.24368455744412,0,-26.24368455744412,0.0017059872979416546,0.04066569187716642,Downregulated,0.0017059872979416546,0.003612985286791416,Label in control,"(1S,5S,7S)-3-(3,4-Dihydroxybenzoyl)-4-hydroxy-5-[(2R)-2-isopropyl-5-methylhexyl]-8,8-dimethyl-1,7-bis(3-methylbutyl)bicyclo[3.3.1]non-3-ene-2,9-dione",C38 H58 O6,610.42172,Lipid
Feature0138,18.43112707743631,25.439679731301595,7.008552653865284,0.0035652292704690413,0.0499811298991187,Upregulated,0.0035652292704690413,0.004331782893793496,Label in control,tiliroside,C30 H26 O13,594.13822,Lignin
Feature0130,24.60882265048597,0,-24.60882265048597,0.015966880220944675,0.07527243532731061,Downregulated,0.015966880220944675,0.006687657058928213,Label in control,NA,C25 H45 N2 O11 P,580.27378,Protein
Feature0127,26.42176096805065,19.630603330925354,-6.791157637125295,0.008185602365642003,0.06342984509947451,Downregulated,0.008185602365642003,0.005626656149877799,Label in control,NA,C20 H29 N4 O14 P,580.14336,Tannin
Feature0126,23.40070354191515,18.552933337449744,-4.847770204465405,0.01867122485959691,0.08137835740692238,Downregulated,0.01867122485959691,0.007230143996137294,Label in control,NA,C25 H29 N2 O12 P,580.14336,Lignin
Feature0125,27.091411838130387,18.80979148384829,-8.281620354282097,0.002288545430316725,0.04066569187716642,Downregulated,0.002288545430316725,0.003612985286791416,Label in control,NP-002737,C26 H28 O15,580.14332,Lignin
Feature0117,24.396917097414878,26.875582330550152,2.478665233135274,0.008237642220710975,0.06342984509947451,Upregulated,0.008237642220710975,0.005635489930432943,Label in control,(+)-Procyanidin B2,C30 H26 O12,578.14291,Lignin
Feature0107,27.165546268881105,19.946182224563834,-7.21936404431727,0.003931006080935419,0.05044791137200454,Downregulated,0.003931006080935419,0.004482096655012332,Label in control,3-Hydroxy-2-(palmitoyloxy)propyl 6-deoxy-6-sulfohexopyranoside,C25 H48 O11 S,556.29225,Protein
Feature0097,24.707740773876196,18.011783555212503,-6.695957218663693,0.02263942153095458,0.09338761381518763,Downregulated,0.02263942153095458,0.008110989561581114,Label in control,NA,C24 H53 N3 O6 P2,541.33852,Lipid
Feature0096,19.338029763215147,24.017628057741383,4.679598294526237,0.013734362573691728,0.07245799076723067,Upregulated,0.013734362573691728,0.00643097800139071,Label in control,NA,C24 H31 N2 O10 P,538.16932,Lignin
Feature0085,24.41313464442988,18.445453611464455,-5.967681032965427,0.0014117604551023288,0.04066569187716642,Downregulated,0.0014117604551023288,0.0036129852867914157,Label in control,NA,C21 H31 N2 O11 P,518.16411,Lignin
Feature0064,25.05559363114058,16.573860439282626,-8.481733191857955,0.0010073269033609338,0.04066569187716642,Downregulated,0.0010073269033609338,0.003612985286791416,Label in control,NA,C15 H28 N2 O12 P2,490.11155,Carbohydrate
Feature0058,25.732038574278526,17.146671717699604,-8.585366856578922,0.00184319156070275,0.04066569187716642,Downregulated,0.00184319156070275,0.003612985286791416,Label in control,NA,C21 H42 N2 O8 S,482.2648,Protein
Feature0036,27.30700332013918,20.62757958143606,-6.679423738703122,0.005613644652549353,0.061118638846380566,Downregulated,0.005613644652549353,0.005072331753495754,Label in control,"(1ξ)-1,5-Anhydro-1-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-8-yl]-D-galactitol",C21 H20 O11,448.10115,Lignin
Feature0035,19.58319480868235,25.7863191811632,6.2031243724808505,0.0257013079043315,0.09895003543167628,Upregulated,0.0257013079043315,0.008705500774474165,Label in control,"2-[4-(2-Hydroxy-5-nitrophenyl)-1H-1,2,3-triazol-1-yl]-2-isopropyl-7H-furo[3,2-g]chromene-3,7(2H)-dione",C22 H16 N4 O7,448.1009,Condensed HC
Feature0007,27.989761500991623,22.010479133974595,-5.979282367017028,0.00683958338584463,0.061118638846380566,Downregulated,0.00683958338584463,0.005368363092149917,Label in control,Corchorifatty acid F,C18 H32 O5,328.22525,Lipid
Feature0003,24.621934646764437,0,-24.621934646764437,0.019919696979443045,0.08521203707872858,Downregulated,0.019919696979443045,0.007522251026887909,Label in control,A-12(13)-EpODE,C18 H30 O3,294.21954,Lipid
Feature0002,24.375219873714265,26.22771452773509,1.8524946540208234,0.01536579085824947,0.07425650128363,Upregulated,0.01536579085824947,0.006591607729052305,Label in control,Epicatechin,C15 H14 O6,290.07921,Lignin
